
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:2178(internal_values)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:402(__init__)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:454(get_adjustment)
        6    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:468(__init__)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:537(is_truncated_horizontally)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:541(is_truncated_vertically)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:569(_initialize_sparsify)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:574(_initialize_formatters)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:587(_initialize_justify)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:593(_initialize_columns)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:601(_initialize_colspace)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:627(_calc_max_cols_fitted)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:638(_calc_max_rows_fitted)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:657(_adjust_max_rows)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:695(truncate)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:929(__init__)
        6    0.000    0.000    8.972    1.495 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:1034(to_csv)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:278(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:282(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:285(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:293(ax)
        6    0.016    0.003    0.225    0.037 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:325(_set_grouper)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1791(close)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:426(_constructor_expanddim)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/borders.py:87(__init__)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/numbers.py:160(__set__)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/numbers.py:171(__init__)
        6    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:38(__init__)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:100(_initialize_index_label)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:109(_get_index_label_from_obj)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:118(_get_index_label_flat)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:122(_initialize_quotechar)
        6    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:132(_initialize_columns)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:154(_initialize_chunksize)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:193(_need_to_save_header)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:197(write_cols)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:210(encoded_labels)
        6    0.000    0.000    8.970    1.495 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:223(save)
        6    0.000    0.000    8.941    1.490 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:250(_save)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:255(_save_header)
        6    0.093    0.016    8.941    1.490 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:283(_save_body)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:116(__getattr__)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/threading.py:75(RLock)
        4    0.018    0.005    0.018    0.005 {pandas._libs.algos.take_2d_axis0_float64_float64}
        4    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:209(_EndRecData64)
        4    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:252(_EndRecData)
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:663(_check_compression)
        4    0.000    0.000    0.002    0.001 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1172(__init__)
        4    0.001    0.000    0.002    0.001 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1281(_RealGetContents)
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1361(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1359(namelist)
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1787(__del__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:477(_workbook_class)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/utils/datetime.py:38(from_ISO8601)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/manifest.py:57(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/dimensions.py:190(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:65(title)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/utils/bound_dictionary.py:17(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/protection.py:15(__init__)
        4    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/serialisable.py:231(__copy__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fonts.py:27(_no_value)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:51(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:99(_set_index)
        4    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:106(bind)
        4    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:114(_recalculate)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/excel.py:62(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/cell_style.py:172(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/table.py:81(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/properties.py:100(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/views.py:41(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/core.py:81(__init__)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:863(bincount)
        3    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        3    0.005    0.002    0.005    0.002 {method 'repeat' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
        3    0.000    0.000    0.005    0.002 <__array_function__ internals>:2(repeat)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:433(_repeat_dispatcher)
        3    0.000    0.000    0.005    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:437(repeat)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/lib/function_base.py:1149(_diff_dispatcher)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/lib/function_base.py:1153(diff)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
        3    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.timezones.infer_tzinfo}
        3    0.000    0.000    0.000    0.000 {method 'normalize' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
        3    0.001    0.000    0.001    0.000 {pandas._libs.lib.generate_bins_dt64}
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/cast.py:1677(maybe_cast_to_integer_array)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/util/_validators.py:208(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:75(is_bool_indexer)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:191(count_not_none)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexers.py:313(deprecate_ndim_indexing)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/ops/common.py:70(get_op_result_name)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/ops/common.py:92(_maybe_match_name)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:354(_generate_range)
        3    0.000    0.000    0.265    0.088 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:2032(objects_to_datetime64ns)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:2298(_infer_tz_from_endpoints)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:2341(_maybe_normalize_endpoints)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_ranges.py:13(generate_regular_range)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:763(isna)
        3    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:766(_isnan)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:773(_hasnans)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:1693(validate_periods)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:1719(validate_endpoints)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/tseries/frequencies.py:489(is_superperiod)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/tseries/frequencies.py:572(_is_annual)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/tseries/frequencies.py:577(_is_quarterly)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/tseries/frequencies.py:582(_is_monthly)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/tseries/frequencies.py:587(_is_weekly)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:122(reshape)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:570(_cleanup)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1284(_set_names)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1313(set_names)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1446(nlevels)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1771(has_duplicates)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:2583(_get_reconciled_name_object)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:2636(_validate_sort_keyword)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:2791(intersection)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:3020(_assert_can_do_setop)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:3025(_convert_can_do_setop)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:5796(ensure_index_from_sequences)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6094(_try_convert_to_int_array)
        3    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        3    0.008    0.003    0.209    0.070 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:549(aggregate)
        3    0.000    0.000    0.192    0.064 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:768(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:774(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:778(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:782(<dictcomp>)
        3    0.000    0.000    0.201    0.067 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/aggregation.py:691(agg_dict_like)
        3    0.000    0.000    0.042    0.014 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/extension.py:82(method)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/extension.py:322(_isnan)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimes.py:919(date_range)
        3    0.000    0.000    0.003    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:234(min)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:291(max)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/numeric.py:47(__new__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/range.py:395(_shallow_copy)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/range.py:474(equals)
        3    0.000    0.000    0.058    0.019 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:3147(__setitem__)
        3    0.000    0.000    0.058    0.019 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:3231(_set_item)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:3284(_ensure_valid_index)
        3    0.000    0.000    0.002    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:3853(reindexer)
        3    0.000    0.000    0.003    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:3833(_sanitize_column)
        3    0.000    0.000    0.050    0.017 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:4604(set_index)
        3    0.000    0.000    0.055    0.018 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3820(_iset_item)
        3    0.000    0.000    0.055    0.018 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3824(_set_item)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3863(_check_setitem_copy)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3940(__delitem__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3978(_check_inplace_and_allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:5553(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:5543(_consolidate)
        3    0.000    0.000    0.047    0.016 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:5889(copy)
        3    0.000    0.000    0.226    0.075 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:7983(resample)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexing.py:2204(convert_to_index_sliceable)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:817(<listcomp>)
        3    0.000    0.000    0.046    0.015 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:796(copy)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1021(idelete)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1085(value_getitem)
        3    0.000    0.000    0.024    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1057(iset)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1951(_fast_count_smallints)
        3    0.000    0.000    0.023    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:365(delete)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:719(should_store)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:2185(iget)
        3    0.000    0.000    0.000    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:364(extract_index)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/reshape/concat.py:337(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/tools/datetimes.py:87(should_cache)
        3    0.000    0.000    0.003    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/tools/datetimes.py:143(_maybe_cache)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/tools/datetimes.py:183(_box_as_indexlike)
        3    0.000    0.000    0.265    0.088 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/tools/datetimes.py:267(_convert_listlike_datetimes)
        3    0.000    0.000    0.271    0.090 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/tools/datetimes.py:609(to_datetime)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:326(ngroups)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:796(__init__)
        3    0.000    0.000    0.006    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:876(group_info)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:899(result_index)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:233(__new__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:276(__init__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:423(_validate_names)
        3    0.031    0.010    1.857    0.619 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:447(_read)
        3    0.000    0.000    1.858    0.619 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:533(read_csv)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:821(close)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1086(__enter__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1089(__exit__)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1358(_open_handles)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1419(close)
        3    0.011    0.004    0.012    0.004 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1853(__init__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1987(close)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1996(_set_noconvert_columns)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2134(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2136(<dictcomp>)
        3    0.000    0.000    1.657    0.552 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:2059(read)
