
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       15    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
       15    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:195(<genexpr>)
       15    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:274(__getitem__)
       15    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:217(__getitem__)
       15    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/extension.py:216(_shallow_copy)
       15    0.000    0.000    0.000    0.000 <string>:1(__init__)
       14    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:75(empty_like)
       14    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:1054(copyto)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       14    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/colors.py:80(__init__)
       14    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/manifest.py:157(findall)
       13    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       13    0.008    0.001    0.008    0.001 {built-in method io.open}
       13    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/urllib/parse.py:361(urlparse)
       13    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/urllib/parse.py:409(urlsplit)
       13    0.000    0.000    0.021    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:81(close)
       13    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:108(is_url)
       13    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:198(is_fsspec_url)
       13    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:210(_get_filepath_or_buffer)
       13    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:403(get_compression_method)
       13    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:438(infer_compression)
       13    0.000    0.000    0.009    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:491(get_handle)
       13    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:793(_maybe_memory_map)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/contextlib.py:81(__init__)
       12    0.000    0.000    0.005    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/contextlib.py:107(__enter__)
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/contextlib.py:116(__exit__)
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/contextlib.py:237(helper)
       12    0.035    0.003    0.035    0.003 {method 'take' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:2350(_all_dispatcher)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:2355(all)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:70(_wrapreduction)
       12    0.002    0.000    0.002    0.000 {pandas._libs.lib.maybe_indices_to_slice}
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:288(_get_getitem_freq)
       12    0.000    0.000    0.035    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/_mixins.py:60(take)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:581(<lambda>)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:574(_engine)
       12    0.000    0.000    0.036    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:742(take)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:756(_maybe_disallow_fill)
       12    0.004    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1696(is_monotonic_increasing)
       12    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/extension.py:237(__getitem__)
       12    0.000    0.000    0.038    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:201(take)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:303(__len__)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1053(<genexpr>)
       12    0.000    0.000    0.046    0.004 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:752(copy)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/format.py:671(_is_in_terminal)
       12    0.000    0.000    0.007    0.001 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/zipfile.py:1426(read)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:686(_reset_group_selection)
       12    0.000    0.000    0.005    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:699(_set_group_selection)
       12    0.000    0.000    0.155    0.013 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:1011(_agg_general)
       12    0.000    0.000    0.155    0.013 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:1705(last)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:641(__len__)
       12    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/sequence.py:85(<listcomp>)
       12    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/sequence.py:84(from_tree)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/base.py:262(__set__)
       12    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/formats/csvs.py:189(_has_aliases)
       10    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.006    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/defusedxml/common.py:119(fromstring)
       10    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/borders.py:105(__iter__)
       10    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/manifest.py:147(find)
        9    0.021    0.002    0.021    0.002 {method 'close' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        9    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:484(_box_func)
        9    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1688(is_monotonic)
        9    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/numeric.py:164(_is_all_dates)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:71(_zeros_like_dispatcher)
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(zeros_like)
        8    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:75(zeros_like)
        8    0.001    0.000    0.001    0.000 {pandas._libs.algos.ensure_float64}
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/missing.py:264(notna)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:116(ensure_int_or_float)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:333(_get_cython_func)
        8    0.000    0.000    0.021    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:104(__exit__)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:101(__enter__)
        8    0.000    0.000    0.032    0.004 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:1445(mean)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fills.py:57(from_tree)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fills.py:59(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fills.py:84(__init__)
        8    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fills.py:96(_from_tree)
        7    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/views.py:24(__init__)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:978(_find_and_load)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:994(_gcd_import)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/codecs.py:186(__init__)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/importlib/__init__.py:109(import_module)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:593(min_scalar_type)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/multiarray.py:644(result_type)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/re.py:205(split)
        6    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(isclose)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:148(ones)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:2260(_isclose_dispatcher)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:2344(within_tol)
        6    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/numeric.py:2264(isclose)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/lib/function_base.py:4306(_delete_dispatcher)
        6    0.022    0.004    0.023    0.004 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/lib/function_base.py:4310(delete)
        6    0.000    0.000    0.023    0.004 <__array_function__ internals>:2(delete)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
        6    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/lib/index_tricks.py:317(__getitem__)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/distutils/version.py:51(__lt__)
        6    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        6    0.039    0.006    0.039    0.006 {pandas._libs.algos.take_2d_axis1_int64_int64}
        6    0.032    0.005    0.032    0.005 {pandas._libs.algos.take_2d_axis1_object_object}
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:72(ensure_float)
        6    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1519(is_complex_dtype)
